Name,Team,City,Position,Jersey,Height (ft),Weight (lbs),Draft Year,Draft Round,Draft Number,School,Birthday,Start Year,End Year,PTS,AST,REB
Brandon Clarke,Grizzlies,Memphis,Forward-Guard,15,6.8,215,2019,1,21,Gonzaga,9/19/1996,2019,Present,12.1,1.4,5.9
Coty Clarke,,,,,,,Undrafted,Undrafted,Undrafted,,7/4/1992,2015,2015,2,0,0.3
Jordan Clarkson,Jazz,Utah,Guard,0,6.4,194,2014,2,46,Missouri,6/7/1992,2014,Present,15.2,1.9,2.6
Gian Clavell,,,,,,,Undrafted,Undrafted,Undrafted,Colorado State,11/26/1993,2017,2017,2.9,0.4,1
Victor Claver,,,,,,,2009,1,22,,8/30/1988,2012,2016,3.2,0.7,2.2
Charles Claxton,Celtics,Boston,Center,51,7,265,1994,2,50,Georgia,12/13/1970,1995,1995,0.7,0,0.7
Nicolas Claxton,Nets,Brooklyn,Forward-Center,33,6.1,215,2019,2,31,Georgia,4/17/1999,2019,Present,4.4,1.1,2.9
Speedy Claxton,Warriors,Golden State,Guard,12,5.11,170,2000,1,20,Hofstra,5/8/1978,2001,2008,9.3,4.3,2.5
Jim Cleamons,Cavaliers,Cleveland,Guard,35,6.3,185,1971,1,13,Ohio State,9/13/1949,1971,1979,8.3,3.9,3
Mateen Cleaves,,,,,,,2000,1,14,Michigan State,9/7/1977,2000,2005,3.6,1.9,1
John Clemens,SuperSonics,Seattle,Forward,40,6.6,210,1965,3,19,Ohio Wesleyan,5/1/1943,1965,1975,6.7,1.1,3.2
Chris Clemons,Rockets,Houston,Guard,3,5.9,180,Undrafted,Undrafted,Undrafted,Campbell University,7/23/1997,2019,Present,4.9,0.8,0.9
Antonius Cleveland,Mavericks,Dallas,Guard,3,6.5,195,Undrafted,Undrafted,Undrafted,S.E. Missouri,2/2/1994,2017,Present,1,0.1,0.6
Nat Clifton,Knicks,New York,Center,24,6.6,220,Undrafted,Undrafted,Undrafted,Xavier (LA),10/13/1922,1950,1957,10,2.5,8.2
Bill Closs,Warriors,Philadelphia,Forward,14,6.6,195,Undrafted,Undrafted,Undrafted,Rice,1/8/1922,1949,1951,9,1.9,5
Keith Closs,Clippers,Los Angeles,Center,33,7.3,212,Undrafted,Undrafted,Undrafted,Central Connecticut State,4/3/1976,1997,2000,3.9,0.3,2.9
Paul Cloyd,Hawks,Waterloo,Guard,,6.2,180,1947,,,Wisconsin,6/13/1920,1949,1949,2.7,0.3,
Marion Cluggish,Knicks,New York,Center,3,6.1,235,Undrafted,Undrafted,Undrafted,Kentucky,9/18/1917,1946,1946,4.4,0.4,
Ben Clyde,Celtics,Boston,Forward,33,6.7,198,1974,5,89,Florida State,6/10/1951,1974,1974,2.8,0.2,1.6
Amir Coffey,Clippers,LA,Guard-Forward,7,6.7,210,Undrafted,Undrafted,Undrafted,Minnesota,6/17/1997,2019,Present,3.2,0.8,0.9
Richard Coffey,Timberwolves,Minnesota,Guard,33,6.6,212,Undrafted,Undrafted,Undrafted,Minnesota,9/2/1965,1990,1990,1.3,0.1,1.5
Fred Cofield,Knicks,New York,Guard,11,6.3,190,1985,4,73,Eastern Michigan,1/4/1962,1985,1986,3.4,1.7,1
John Coker,,,,,,,Undrafted,Undrafted,Undrafted,Boise State,10/28/1971,1995,2000,1.6,0.1,1.2
Norris Cole,Heat,Miami,Guard,30,6.2,175,2011,1,28,Cleveland State,10/13/1988,2011,2016,7,2.7,2
Ben Coleman,76ers,Philadelphia,Forward,51,6.9,235,1984,2,37,Maryland,11/14/1961,1986,1993,6.6,0.6,4.1
Derrick Coleman,,,,,,,1990,1,1,Syracuse,6/21/1967,1990,2004,16.5,2.5,9.3
E.C. Coleman,Jazz,New Orleans,Forward,12,6.8,225,1973,3,51,Houston Baptist,9/25/1950,1973,1978,7.2,1.3,6
Jack Coleman,Royals,Rochester,Forward,11,6.7,195,1949,2,,Louisville,5/23/1924,1949,1957,10.6,2.8,9.2
Norris Coleman,Clippers,Los Angeles,Forward,45,6.8,210,1987,2,38,Kansas State,9/27/1961,1987,1987,5.3,0.4,2.8
Bimbo Coles,Heat,Miami,Guard,12,6.2,182,1990,2,40,Virginia Tech,4/22/1968,1990,2003,7.8,3.9,2.1
Jason Collier,Hawks,Atlanta,Center,40,7,260,2000,1,15,Georgia Tech,9/8/1977,2000,2004,5.6,0.3,2.9
Art Collins,Hawks,Atlanta,Guard,44,6.4,185,1976,6,103,St. Thomas (FL),4/14/1954,1980,1980,3.2,0.9,1.4
Don Collins,Bullets,Washington,Guard,12,6.6,190,1980,1,18,Washington State,11/28/1958,1980,1986,9.8,1.8,2.8
Doug Collins,76ers,Philadelphia,Guard,20,6.6,180,1973,1,1,Illinois State,7/28/1951,1973,1980,17.9,3.3,3.2
James Collins,Clippers,Los Angeles,Guard,32,6.4,196,1997,2,36,Florida State,11/5/1973,1997,1997,2.6,0.1,0.6
Jarron Collins,,,,,,,2001,2,52,Stanford,12/2/1978,2001,2010,3.9,0.8,2.9
Jason Collins,Nets,Brooklyn,Center,98,7,255,2001,1,18,Stanford,12/2/1978,2001,2013,3.6,0.9,3.7
Jimmy Collins,Bulls,Chicago,Guard,22,6.2,175,1970,1,11,New Mexico State,11/24/1946,1970,1971,3.8,0.9,0.9
John Collins,Hawks,Atlanta,Forward,20,6.9,235,2017,1,19,Wake Forest,9/23/1997,2017,Present,21.6,1.5,10.1
Mardy Collins,Knicks,New York,Guard,25,6.6,220,2006,1,29,Temple,8/4/1984,2006,2009,3.9,1.7,1.8
Sherron Collins,,,,,,,Undrafted,Undrafted,Undrafted,Kansas,3/18/1987,2010,2010,0.9,0.4,0.3
Zach Collins,Trail Blazers,Portland,Forward-Center,33,6.1,250,2017,1,10,Gonzaga,11/19/1997,2017,Present,7,1.5,6.3
Kyle Collinsworth,Mavericks,Dallas,Guard,8,6.6,210,Undrafted,Undrafted,Undrafted,Brigham Young,10/3/1991,2017,2017,3.2,1.8,3.3
Darren Collison,Pacers,Indiana,Guard,2,6,175,2009,1,21,UCLA,8/23/1987,2009,2018,12.5,5,2.7
Nick Collison,Thunder,Oklahoma City,Forward-Center,4,6.1,255,2003,1,12,Kansas,10/26/1980,2003,2017,5.9,1,5.2
Joe Colone,Knicks,New York,Forward,18,6.5,210,Undrafted,Undrafted,Undrafted,Bloomsburg,1/23/1926,1948,1948,5.5,0.6,
Bonzie Colson,Bucks,Milwaukee,Forward,50,6.6,225,Undrafted,Undrafted,Undrafted,Notre Dame,1/12/1996,2018,2018,4.9,0.4,3.8
Sean Colson,Rockets,Houston,Guard,3,6,175,Undrafted,Undrafted,Undrafted,North Carolina-Charlotte,7/1/1975,2000,2002,1.2,0.8,0.5
Steve Colter,Bullets,Washington,Guard,5,6.3,165,1984,2,33,New Mexico State,7/24/1962,1984,1994,6.3,2.8,2
Leroy Combs,Pacers,Indiana,Forward,34,6.8,210,1983,2,26,Oklahoma State,1/1/1961,1983,1983,4.5,0.8,1.2
Dallas Comegys,Nets,New Jersey,Center,22,6.9,205,1987,1,21,DePaul,8/17/1964,1987,1988,6,0.7,3.2
Larry Comley,Bullets,Baltimore,Guard,52,6.5,210,1961,10,91,Kansas State,8/17/1939,1963,1963,2.1,1,1.6
Gene Conley,Celtics,Boston,Center,5,6.8,225,1952,10,,Washington State,11/10/1930,1952,1963,5.9,0.6,6.3
Mike Conley,Jazz,Utah,Guard,10,6.1,175,2007,1,4,Ohio State,10/11/1987,2007,Present,14.4,4.4,3.2
Ed Conlin,Nationals,Syracuse,Forward,7,6.6,200,1955,1,5,Fordham,9/2/1933,1955,1961,10.1,2,4.8
Marty Conlon,,,,,,,Undrafted,Undrafted,Undrafted,Providence,1/19/1968,1991,1999,6.5,1,3.5
Pat Connaughton,Bucks,Milwaukee,Guard,24,6.5,209,2015,2,41,Notre Dame,1/6/1993,2015,Present,5.4,1.6,4.2
Lester Conner,Warriors,Golden State,Guard,7,6.4,180,1982,1,14,Oregon State,9/17/1959,1982,1994,6.3,3.9,2.7
Chuck Connors,Celtics,Boston,Forward,11,6.5,190,Undrafted,Undrafted,Undrafted,Seton Hall,4/10/1921,1946,1947,4.5,0.8,
Will Conroy,,,,,,,Undrafted,Undrafted,Undrafted,Washington,12/8/1982,2006,2012,0.4,1,0.7
Anthony Cook,Nuggets,Denver,Forward,38,6.9,205,1989,1,24,Arizona,3/19/1967,1990,1995,3.6,0.3,3.7
Bert Cook,Knicks,New York,Guard,5,6.3,185,1952,,,Utah State,4/26/1929,1954,1954,3.2,0.9,1.9
Bobby Cook,Redskins,Sheboygan,Guard,,5.1,155,1948,,,Wisconsin,4/1/1923,1949,1949,11.5,3.1,
Brian Cook,Lakers,Los Angeles,Center-Forward,43,6.9,250,2003,1,24,Illinois,12/4/1980,2003,2011,5.5,0.6,2.6
Daequan Cook,Heat,Miami,Guard,14,6.5,210,2007,1,21,Ohio State,4/28/1987,2007,2012,6.4,0.7,2.1
Darwin Cook,Nets,New Jersey,Guard,1,6.3,184,1980,4,70,Portland,8/6/1958,1980,1988,9.5,3.7,2.1
Jeff Cook,Suns,Phoenix,Forward,45,6.1,215,1978,3,49,Idaho State,10/21/1956,1979,1987,5.3,1.4,4.5
Norm Cook,Celtics,Boston,Forward,30-52,6.8,210,1976,1,16,Kansas,3/21/1955,1976,1977,2.4,0.2,1.1
Omar Cook,Trail Blazers,Portland,Guard,1,6.1,190,2001,2,31,St. John's (NY),1/28/1982,2001,2004,1.7,2.1,0.6
Quinn Cook,Lakers,Los Angeles,Guard,28,6.1,180,Undrafted,Undrafted,Undrafted,Duke,3/23/1993,2016,Present,5.1,1.1,1.2
Tyler Cook,Nuggets,Denver,Forward,25,6.8,255,Undrafted,Undrafted,Undrafted,Iowa,9/23/1997,2019,Present,1.8,0.1,1.1
Charles Cooke,Pelicans,New Orleans,Guard,4,6.5,196,Undrafted,Undrafted,Undrafted,University of Dayton,7/1/1994,2017,2017,0.5,0.1,0.2
David Cooke,Kings,Sacramento,Forward,14,6.8,230,Undrafted,Undrafted,Undrafted,Saint Mary's (CA),9/27/1963,1985,1985,1.5,0.2,1.7
Joe Cooke,Cavaliers,Cleveland,Guard,10,6.3,175,1970,6,94,Indiana,8/14/1948,1970,1970,4.3,1.3,1.6
Jack Cooley,Jazz,Utah,Center-Forward,45,6.1,274,Undrafted,Undrafted,Undrafted,Notre Dame,4/12/1991,2014,2017,2.9,0.3,2.4
Chuck Cooper,Celtics,Boston,Forward,6,6.5,210,1950,2,,Duquesne,9/29/1926,1950,1955,6.7,1.8,5.9
Duane Cooper,Lakers,Los Angeles,Guard,10,6.1,185,1992,2,36,Southern California,6/25/1969,1992,1993,2.3,2,0.7
Joe Cooper,Clippers,San Diego,Center,53,6.1,230,1981,5,95,Colorado,9/1/1957,1981,1984,4.5,0.8,4
Michael Cooper,Lakers,Los Angeles,Guard,21,6.7,170,1978,3,60,New Mexico,4/15/1956,1978,1989,8.9,4.2,3.2
Wayne Cooper,Nuggets,Denver,Center,42,6.1,220,1978,2,40,New Orleans,11/16/1956,1978,1991,7.9,0.9,6.2
Tom Copa,Spurs,San Antonio,Forward,30,6.1,275,Undrafted,Undrafted,Undrafted,Marquette,10/30/1964,1991,1991,1.5,0.1,1.1
Chris Copeland,,,,,,,Undrafted,Undrafted,Undrafted,Colorado,3/17/1984,2012,2015,5.8,0.6,1.6
Hollis Copeland,Knicks,New York,Forward,45,6.6,180,1978,3,46,Rutgers,12/20/1955,1979,1981,5,1,1.7
Lanard Copeland,76ers,Philadelphia,Forward,21,6.6,190,Undrafted,Undrafted,Undrafted,Georgia State,7/16/1965,1989,1991,2.7,0.4,0.5
Tyrone Corbin,,,,,,,1985,2,35,DePaul,12/31/1962,1985,2000,9.2,1.8,4.7
Chris Corchiani,Magic,Orlando,Guard,12,6,185,1991,2,36,North Carolina State,3/28/1968,1991,1993,3.7,2.2,1.2
Ken Corley,Rebels,Cleveland,,,,,Undrafted,Undrafted,Undrafted,East Central,4/4/1905,1946,1946,0,0,
Ray Corley,Nationals,Syracuse,Guard,4,6,180,1949,5,,Georgetown,1/1/1928,1949,1952,4.6,1.8,1.8
Dave Corzine,Bulls,Chicago,Center,42,6.1,250,1978,1,18,DePaul,4/25/1956,1978,1990,8.5,1.7,5.9
Larry Costello,76ers,Philadelphia,Guard,21,6.1,186,1954,2,12,Niagara,7/2/1931,1954,1967,12.2,4.6,3.8
Matt Costello,Spurs,San Antonio,Forward-Center,10,6.1,240,Undrafted,Undrafted,Undrafted,Michigan State,8/5/1993,2017,2017,1,0.5,2.3
Bryce Cotton,Jazz,Utah,Guard,8,6.1,165,Undrafted,Undrafted,Undrafted,Providence,8/11/1992,2014,2015,3.8,0.8,0.8
Jack Cotton,Nuggets,Denver,Forward,,6.7,200,Undrafted,Undrafted,Undrafted,Wyoming,10/15/1924,1949,1949,5.1,1.2,
James Cotton,,,,,,,1997,2,32,Long Beach State,12/14/1975,1997,1998,2.6,0,0.8
John Coughran,Warriors,Golden State,Forward,41,6.7,225,1973,5,74,California,9/12/1951,1979,1979,2.8,0.5,0.8
Mel Counts,Lakers,Los Angeles,Center,31,7,230,1964,1,7,Oregon State,10/16/1941,1964,1975,8.3,1.4,6
Steve Courtin,76ers,Philadelphia,Guard,5,6.1,188,1964,3,24,Saint Joseph's,9/21/1942,1964,1964,4.2,0.9,0.9
Joe Courtney,,,,,,,Undrafted,Undrafted,Undrafted,Southern Mississippi,10/17/1969,1992,1996,2.8,0.3,1.5
Marcus Cousin,Jazz,Utah,Forward,50,6.1,255,Undrafted,Undrafted,Undrafted,Houston,12/18/1986,2010,2010,1,0,0.8
DeMarcus Cousins,Warriors,Golden State,Center,0,6.1,270,2010,1,5,Kentucky,8/13/1990,2010,Present,21.2,3.2,10.9
Bob Cousy,Celtics,Boston,Guard,14,6.1,175,1950,1,3,Holy Cross,8/9/1928,1950,1969,18.4,7.5,5.2
Robert Covington,Rockets,Houston,Forward,33,6.7,209,Undrafted,Undrafted,Undrafted,Tennessee State,12/14/1990,2013,Present,12.4,1.3,6.6
Dave Cowens,Celtics,Boston,Center,18,6.9,230,1970,1,4,Florida State,10/25/1948,1970,1982,17.6,3.8,13.6
John Cox,Bullets,Washington,Guard,32,6.2,180,1978,8,159,San Francisco,12/29/1955,1982,1982,4.1,0.9,1.4
Johnny Cox,Zephyrs,Chicago,Guard,25,6.4,180,1959,4,28,Kentucky,11/1/1936,1962,1962,7.8,1.9,3.8
Wesley Cox,Warriors,Golden State,Forward,41,6.6,215,1977,1,18,Louisville,1/27/1955,1977,1978,4.6,0.3,2.8
Allen Crabbe,,,,,,,2013,2,31,California,4/9/1992,2013,Present,4.6,0.9,2.1
Torrey Craig,Nuggets,Denver,Forward,3,6.7,221,Undrafted,Undrafted,Undrafted,South Carolina Upstate,12/19/1990,2017,Present,5.4,0.8,3.3
Chris Crawford,Hawks,Atlanta,Forward,4,6.9,235,1997,2,50,Marquette,5/13/1975,1997,2003,6.6,0.6,2.2
Freddie Crawford,Lakers,Los Angeles,Guard,15,6.4,189,1964,4,26,St. Bonaventure,12/23/1940,1966,1970,6.8,2.1,2.5
Jamal Crawford,Nets,Brooklyn,Guard,1,6.5,200,2000,1,8,Michigan,3/20/1980,2000,2019,5,3,0
Jamal Crawford,Nets,Brooklyn,Guard,1,6.5,200,2000,1,8,Michigan,3/20/1980,2000,2019,5,3,0
Jordan Crawford,Wizards,Washington,Guard,27,6.5,195,2010,1,27,Xavier,10/23/1988,2010,2017,12.2,3.1,2.5
Mitchell Creek,Timberwolves,Minnesota,Forward-Guard,55,6.6,225,Undrafted,Undrafted,Undrafted, ,4/27/1992,2018,2018,4.2,1.2,2.4
Jim Creighton,Hawks,Atlanta,Forward,24,6.8,200,1972,3,40,Colorado,4/18/1950,1975,1975,1,0.1,1.4
Ron Crevier,Pistons,Detroit,Center,42,7,235,1983,4,75,Boston College,8/14/1958,1985,1985,0,0,0.3
Hal Crisler,Celtics,Boston,Forward,15,6.3,215,Undrafted,Undrafted,Undrafted,Iowa State,12/31/1923,1946,1946,1.5,0,
Joe Crispin,Suns,Phoenix,Guard,11,6,185,Undrafted,Undrafted,Undrafted,Penn State,7/18/1979,2001,2001,3.8,1.2,0.5
Charlie Criss,Hawks,Atlanta,Guard,14,5.8,165,Undrafted,Undrafted,Undrafted,New Mexico State,11/6/1948,1977,1984,8.5,3.2,1.4
Winston Crite,Suns,Phoenix,Forward,12,6.7,233,1987,3,53,Texas A&M,6/20/1965,1987,1988,2.8,0.5,2.1
Javaris Crittenton,Wizards,Washington,Guard,8,6.5,200,2007,1,19,Georgia Tech,12/31/1987,2007,2009,5.3,1.8,2.4
Dillard Crocker,Hawks,Milwaukee,Forward,7,6.4,205,Undrafted,Undrafted,Undrafted,Western Michigan,1/19/1925,1948,1952,8.8,1.3,2.2
Jeffrey Crompton,Bucks,Milwaukee,Center,41,6.1,280,1978,4,70,North Carolina,7/4/1955,1978,1983,1.2,0.3,1.7
Terry Crosby,Kings,Kansas City,Guard,12,6.4,195,1979,3,62,Tennessee,1/4/1957,1979,1979,1.5,1.8,0.3
Austin Croshere,,,,,,,1997,1,12,Providence,5/1/1975,1997,2008,6.8,1,4
Jeff Cross,Clippers,Los Angeles,Forward,38,6.1,240,1984,3,61,Maine,9/1/1961,1985,1985,1.2,0,1.4
Pete Cross,SuperSonics,Seattle,Center,41,6.9,230,1970,2,23,San Francisco,3/28/1948,1970,1972,5.8,1,8.3
Russell Cross,Warriors,Golden State,Center,40,6.1,215,1983,1,6,Purdue,9/5/1961,1983,1983,3.7,0.5,1.8
Francis Crossin,Warriors,Philadelphia,Guard,4,6.1,165,1947,1,6,Pennsylvania,7/4/1924,1947,1949,4.7,1.5,
John Crotty,,,,,,,Undrafted,Undrafted,Undrafted,Virginia,7/15/1969,1992,2002,4,2.1,1.1
Mark Crow,Nets,New Jersey,Forward,31,6.7,210,1977,6,111,Duke,10/22/1954,1977,1977,5.6,0.5,1.8
Corey Crowder,Jazz,Utah,Forward,23,6.5,214,Undrafted,Undrafted,Undrafted,Kentucky Wesleyan,4/13/1969,1991,1994,2.1,0.3,0.8
Jae Crowder,Heat,Miami,Forward,99,6.6,235,2012,2,34,Marquette,7/6/1990,2012,Present,10.5,2.5,5.9
Jarrett Culver,Timberwolves,Minnesota,Guard-Forward,23,6.6,195,2019,1,6,Texas Tech,2/20/1999,2019,Present,9.2,1.7,3.4
Pat Cummings,Bucks,Milwaukee,Center,50,6.9,230,1978,3,59,Cincinnati,7/11/1956,1979,1990,9.6,1.2,5.6
Terry Cummings,,,,,,,1982,1,2,DePaul,3/15/1961,1982,1999,16.4,1.9,7.3
Vonteego Cummings,,,,,,,1999,1,26,Pittsburgh,2/29/1976,1999,2007,6.9,2.7,1.9
Billy Cunningham,76ers,Philadelphia,Forward,32,6.6,210,1965,1,5,North Carolina,6/3/1943,1965,1975,20.8,4,10.1
Dante Cunningham,Spurs,San Antonio,Forward,33,6.8,230,2009,2,33,Villanova,4/22/1987,2009,2018,5.8,0.7,3.7
Dick Cunningham,Bucks,Milwaukee,Center,19,6.1,245,1968,2,21,Murray State,7/11/1946,1968,1974,2.8,0.6,3.7
Jared Cunningham,,,,,,,2012,1,24,Oregon State,5/22/1991,2012,2015,2.3,0.5,0.7
William Cunningham,Nets,New Jersey,Center,51,6.1,240,Undrafted,Undrafted,Undrafted,Temple,3/25/1974,1997,1998,0.6,0.1,1.7
Radisav Curcic,Mavericks,Dallas,Center,44,6.1,275,Undrafted,Undrafted,Undrafted,,9/26/1965,1992,1992,2.9,0.6,2.5
Armand Cure,Steamrollers,Providence,Forward,,6,198,Undrafted,Undrafted,Undrafted,Rhode Island,8/1/1919,1946,1946,0.8,0,
Earl Cureton,,,,,,,1979,3,58,Detroit Mercy,9/3/1957,1980,1996,5.4,1,4.7
Bill Curley,,,,,,,1994,1,22,Boston College,5/29/1972,1994,2000,2.7,0.4,2
Fran Curran,Royals,Rochester,Guard,15,6,175,Undrafted,Undrafted,Undrafted,Notre Dame,9/19/1925,1948,1949,4.9,1.2,
Dell Curry,Hornets,Charlotte,Guard-Forward,30,6.5,205,1986,1,15,Virginia Tech,6/25/1964,1986,2001,11.7,1.8,2.4
Eddy Curry,,,,,,,2001,1,4,Thornwood,12/5/1982,2001,2012,12.9,0.5,5.2
JamesOn Curry,,,,,,,2007,2,51,Oklahoma State,1/7/1986,2007,2009,0,0,0
Michael Curry,,,,,,,Undrafted,Undrafted,Undrafted,Georgia Southern,8/22/1968,1993,2004,4.5,1.2,1.6
Seth Curry,Mavericks,Dallas,Guard,30,6.2,185,Undrafted,Undrafted,Undrafted,Duke,8/23/1990,2013,Present,12.4,1.9,2.3
Stephen Curry,Warriors,Golden State,Guard,30,6.3,185,2009,1,7,Davidson,3/14/1988,2009,Present,20.8,6.6,5.2
Rastko Cvetkovic,Nuggets,Denver,Center,8,7.1,260,Undrafted,Undrafted,Undrafted,,6/22/1970,1995,1995,0.7,0.2,0.8
Mike D'Antoni,Kings,Kansas City,Guard,14,6.3,185,1973,2,20,Marshall,5/8/1951,1973,1976,3.3,1.9,1.4
Ed Dahler,Warriors,Philadelphia,Forward,16,6.5,190,1950,2,,Duquesne,1/31/1926,1951,1951,2.5,0.4,1.6
Quintin Dailey,Bulls,Chicago,Guard,20,6.3,180,1982,1,7,San Francisco,1/22/1961,1982,1991,14.1,2.3,2.5
Samuel Dalembert,,,,,,,2001,1,26,Seton Hall,5/10/1980,2001,2014,7.7,0.5,7.8
Howie Dallmar,Warriors,Philadelphia,Forward,12,6.4,200,Undrafted,Undrafted,Undrafted,Stanford,5/24/1922,1946,1948,9.6,2.3,
Erick Dampier,Warriors,Golden State,Center,25,6.1,265,1996,1,10,Mississippi State,7/14/1975,1996,2011,7.4,0.8,7.1
Lou Dampier,Spurs,San Antonio,Guard,,6,170,1967,4,38,Kentucky,11/20/1944,1976,1978,6.7,2.8,1.1
Bob Dandridge,Bucks,Milwaukee,Forward,10,6.6,195,1969,4,45,Norfolk State,11/15/1947,1969,1981,18.5,3.4,6.8
Antonio Daniels,Spurs,San Antonio,Guard,22,6.4,205,1997,1,4,Bowling Green,3/19/1975,1997,2010,7.6,3.4,1.8
Erik Daniels,,,,,,,Undrafted,Undrafted,Undrafted,Kentucky,4/1/1982,2004,2007,0.6,0.2,0.9
Lloyd Daniels,,,,,,,Undrafted,Undrafted,Undrafted,Mt. San Antonio,9/4/1967,1992,1997,7.1,1.6,2.2
Marquis Daniels,Mavericks,Dallas,Forward,6,6.6,200,Undrafted,Undrafted,Undrafted,Auburn,1/7/1981,2003,2012,7.9,1.8,2.8
Mel Daniels,Nets,New York,Center,34,6.9,220,1967,1,9,New Mexico,7/20/1944,1976,1976,3.5,0.5,3.1
Troy Daniels,Nuggets,Denver,Guard,30,6.4,200,Undrafted,Undrafted,Undrafted,Va Commonwealth,7/15/1991,2013,Present,4.3,0.4,1.1
Sasha Danilovic,Heat,Miami,Guard,5,6.6,200,1992,2,43,,2/26/1970,1995,1996,12.8,2,2.4
Adrian Dantley,Jazz,Utah,Forward,4,6.5,208,1976,1,6,Notre Dame,2/26/1955,1976,1990,24.3,3,5.7
Henry Darcey,Hawks,Milwaukee,Center,10,6.7,217,Undrafted,Undrafted,Undrafted,Oklahoma State,3/3/1930,1952,1952,0.9,0.2,0.8
Jimmy Darden,Nuggets,Denver,Guard,,6.1,170,1947,,,Denver,6/19/1922,1949,1949,8.1,2.6,
Yinka Dare,,,,,,,1994,1,14,George Washington,10/10/1972,1994,1997,2.1,0,2.6
Jesse Dark,Knicks,New York,Guard,11,6.4,210,1974,2,32,Virginia Commonwealth,9/2/1951,1974,1974,3.6,0.6,0.8
Jimmy Darrow,Hawks,St. Louis,Guard, ,5.1,170,1960,5,38,Bowling Green,9/25/1937,1961,1961,2.4,1.2,1.4
Gigi Datome,Pistons,Detroit,Forward,70,6.8,215,Undrafted,Undrafted,Undrafted,Italy,11/27/1987,2013,2014,3.4,0.4,1.4
Brad Daugherty,Cavaliers,Cleveland,Center,43,7,245,1986,1,1,North Carolina,10/19/1965,1986,1993,19,3.7,9.5
Kornel David,Bulls,Chicago,Forward,9,6.9,230,Undrafted,Undrafted,Undrafted,Budapest AEH,10/22/1971,1998,2000,5,0.6,2.8
Jermareo Davidson,Bobcats,Charlotte,Forward,33,6.1,230,2007,2,36,Alabama,11/15/1984,2007,2008,3.1,0.3,1.8
Bob Davies,Royals,Rochester,Guard,11,6.1,175,Undrafted,Undrafted,Undrafted,Seton Hall,1/15/1920,1948,1954,14.3,4.9,2.9
Brandon Davies,,,,,,,Undrafted,Undrafted,Undrafted,Brigham Young,7/25/1991,2013,2014,3.7,0.7,2.5
Anthony Davis,Lakers,Los Angeles,Forward-Center,3,6.1,253,2012,1,1,Kentucky,3/11/1993,2012,Present,26.1,3.2,9.3
Antonio Davis,,,,,,,1990,2,45,Texas-El Paso,10/31/1968,1993,2005,10,1.1,7.5
Aubrey Davis,Bombers,St. Louis,Guard,,6.2,175,Undrafted,Undrafted,Undrafted,Oklahoma Baptist,3/28/1921,1946,1946,4.9,0.2,
Aubrey Davis,Bombers,St. Louis,Guard,,6.2,175,Undrafted,Undrafted,Undrafted,Oklahoma Baptist,3/28/1921,1946,1946,4.9,0.2,
Ben Davis,,,,,,,1996,2,43,Arizona,12/26/1972,1996,1999,1.4,0.1,1.3
Bill Davis,Stags,Chicago,Forward,,6.3,215,1968,12,160,Notre Dame,10/3/1921,1946,1946,1.8,0.2,
Bob Davis,Trail Blazers,Portland,Forward,11,6.7,215,1972,2,14,Weber State,4/2/1950,1972,1972,1.8,0.2,0.6
Brad Davis,Mavericks,Dallas,Guard,15,6.3,180,1977,1,15,Maryland,12/17/1955,1977,1991,8.2,4.9,1.8
Brian Davis,Timberwolves,Minnesota,Forward,23,6.7,200,1992,2,48,Duke,6/21/1970,1993,1993,1.9,0.3,0.8
Charlie Davis,Bullets,Washington,Forward,22,6.7,215,1981,2,35,Vanderbilt,10/5/1958,1981,1989,5.3,0.7,2.4
Charlie Davis,Bullets,Washington,Forward,22,6.7,215,1981,2,35,Vanderbilt,10/5/1958,1981,1989,5.3,0.7,2.4
Dale Davis,Pacers,Indiana,Center-Forward,34,6.1,252,1991,1,13,Clemson,3/25/1969,1991,2006,8,0.9,7.9
Deyonta Davis,,,,,,,2016,2,31,Michigan State,12/2/1996,2016,2018,4.2,0.4,3.2
Deyonta Davis,,,,,,,2016,2,31,Michigan State,12/2/1996,2016,2018,4.2,0.4,3.2
Ed Davis,Jazz,Utah,Center-Forward,17,6.9,218,2010,1,13,North Carolina,6/5/1989,2010,Present,1.8,0.4,3.8
Edward Davis,Bucks,Milwaukee,Forward,20,6.7,195,1972,7,113,Duquesne,6/16/1950,1972,1976,5.2,1,2.8
Emanual Davis,SuperSonics,Seattle,Guard,15,6.5,195,Undrafted,Undrafted,Undrafted,Delaware State,8/27/1968,1996,2002,4.9,1.8,1.9
Glen Davis,Celtics,Boston,Forward-Center,0,6.9,289,2007,2,35,Louisiana State,1/1/1986,2007,2014,8,0.9,4.4
Harry Davis,Cavaliers,Cleveland,Forward,23,6.7,220,1978,2,33,Florida State,1/27/1956,1978,1979,4,0.4,1.6
Hubert Davis,Knicks,New York,Guard,44,6.5,183,1992,1,20,North Carolina,5/17/1970,1992,2003,8.2,1.7,1.5
James Davis,Royals,Rochester,Center,6,6.7,220,1954,6,52,St. John's (NY),4/22/1932,1955,1955,0.7,0.3,1.3
James Davis,Royals,Rochester,Center,6,6.7,220,1954,6,52,St. John's (NY),4/22/1932,1955,1955,0.7,0.3,1.3
Johnny Davis,Pacers,Indiana,Guard,16,6.2,170,1976,2,22,Dayton,10/21/1955,1976,1985,12.9,4.5,2
